UID,Titulo,Dueño,UID del dueño,Etapa de publicación,Público,Estado de aprobación,Origen,Tipo,Categoría,Etiqueta,url,API,Fecha de creación (UTC),Fecha de última actualización de datos (UTC),Dominio,Recurso Derivado,Vistas,Descargas,Número de Filas,Número de Columnas,Correo Electrónico de Contacto,Licencia,Atribución,Enlace de Atribución,Nombre del Recurso Publicado,UID del Recurso Publicado,UID del conjunto de datos superior,Common Core: Publisher,Información de Datos: Fecha Emisión (dd/mm/aaaa),Common Core: Contact Name,Common Core: Language,Common Core: Contact Email,Common Core: License,Common Core: Issued,Información de la Entidad: Sector,Common Core: References,Información de la Entidad: Nombre de la Entidad,Common Core: Public Access Level,Common Core: Bureau Code,Common Core: Described By,Common Core: Update Frequency,Información de Datos: URL Normativa,Información de la Entidad: Departamento,Información de la Entidad: Autor,Información de la Entidad: Orden,Common Core: Program Code,Common Core: Last Update,Common Core: Homepage,Common Core: Unique Identifier,Información de la Entidad: Área o dependecia,Información de Datos: Fecha Emisión (aaaa mm dd),Información de la Entidad: Área o dependencia,Información de la Entidad: Municipio,Common Core: Geographic Coverage,Información de Datos: Frecuencia de Actualización,Información de Datos: Idioma,Common Core: Theme,Información de Datos: Cobertura Geográfica,Información de Datos: URL Documentación
57ur-5c8c,Campaña #OjoALoNuestro,urnadecristal,e6y4-a8hd,published,private,not_ready,official,dataset,Participación ciudadana,,https://www.datos.gov.co/d/57ur-5c8c,https://www.datos.gov.co/resource/57ur-5c8c.json,07/12/2019 04:31:23 PM,07/12/2019 04:37:58 PM,www.datos.gov.co,false,37,10,85,9,,Open Data Commons Public Domain Dedication and License,Urna de Cristal,,,,,,,,,,,,Interior,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-07-12,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
rku3-38v6,Indice GEL 2015 Entidades del Orden Nacional,urnadecristal,e6y4-a8hd,unpublished,private,not_ready,official,dataset,"Ciencia, Tecnología e Innovación","nacional,gobierno en línea,índice gel",https://www.datos.gov.co/d/rku3-38v6,https://www.datos.gov.co/resource/rku3-38v6.json,04/25/2017 07:54:45 PM,04/25/2017 08:08:40 PM,www.datos.gov.co,false,4,0,154,2,datos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de las TIC,http://www.mintic.gov.co,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,Bogotá D.C,,Nacional,,,,,,2017/04/25,Dirección de Gobierno en Línea ,Bogotá D.C,,Anual,Español,,Nacional,
y77w-v3k8,Beneficiarios de los Convenios Talento TI 2012 - 2016,Ismael Perdomo,7nac-bdu3,published,private,not_ready,official,dataset,"Ciencia, Tecnología e Innovación","icetex,talento ti,mintic",https://www.datos.gov.co/d/y77w-v3k8,https://www.datos.gov.co/resource/y77w-v3k8.json,06/23/2017 02:23:41 PM,06/23/2017 03:16:45 PM,www.datos.gov.co,false,239,78,7627,25,,Creative Commons Attribution | Share Alike 4.0 International,Fortalencimiento a la Industria TI - FITI,http://www.talentoti.gov.co/,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017-06-23,Fortalencimiento a la Industria TI - FITI,Bogotá D.C.,,Mensual,Español,,Nacional,
dd4e-gvqx,"Monto invertido en TIC, según sector",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",monto invertido en tic como actividad conducente a la innovación,https://www.datos.gov.co/d/dd4e-gvqx,,07/14/2016 10:51:14 PM,07/14/2016 10:51:14 PM,www.datos.gov.co,false,23,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-05,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-05,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
yguj-fc7t,"Grupos investigación TIC, tipo de institución",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",grupos de investigación tic,https://www.datos.gov.co/d/yguj-fc7t,,07/14/2016 10:49:09 PM,07/14/2016 10:49:09 PM,www.datos.gov.co,false,25,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-04 16:16:14.867,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-04,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
4t9r-7v7i:16,Sección de Usos del Portal de Datos Abiertos del Estado Colombiano,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,unpublished,private,not_ready,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/4t9r-7v7i/revisions/16,,01/26/2022 05:48:17 PM,11/30/2022 06:37:40 PM,www.datos.gov.co,false,,,290,36,datosabiertos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/4t9r-7v7i,Sección de Usos del Portal de Datos Abiertos del Estado Colombiano,4t9r-7v7i,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017-06-12,Dirección de Gobierno Digital,Bogotá D.C.,,Trimestral,Español,,Nacional,
6jt6-dctz:3,Beneficiarios de la Iniciativa Apps.co,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,unpublished,private,not_ready,official,dataset,"Ciencia, Tecnología e Innovación","app,iniciativa,beneficiarios,emprendimiento",https://www.datos.gov.co/d/6jt6-dctz/revisions/3,,07/24/2019 04:19:23 PM,12/30/2021 07:23:10 PM,www.datos.gov.co,false,,,7861,34,mvillar@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://apps.co/,Beneficiarios de la Iniciativa Apps.co,6jt6-dctz,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2018-04-30,Iniciativa Apps.co ,Bogotá D.C.,,Mensual,Español,,Nacional,https://apps.co/
h3vt-dex3:1,prueba geo,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,unpublished,private,not_ready,official,dataset,,,https://www.datos.gov.co/d/h3vt-dex3/revisions/1,,10/01/2021 09:01:18 PM,10/01/2021 04:27:54 PM,www.datos.gov.co,false,,,1455,16,,,,https://www.datos.gov.co/d/h3vt-dex3,prueba geo,h3vt-dex3,,,,,,,,,Educación,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-10-01,Mintic,Bogotá D.C.,,No aplica,Español,,Nacional,
rrar-acmf,Ejemplo de Mapa Bibliotecas Nacionales - Pereira,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,unpublished,private,not_ready,official,map,,,https://www.datos.gov.co/d/rrar-acmf,https://www.datos.gov.co/resource/rrar-acmf.json,10/01/2021 04:32:40 PM,10/01/2021 04:27:54 PM,www.datos.gov.co,true,0,0,,,,,,https://www.datos.gov.co/d/h3vt-dex3,,,h3vt-dex3,,,,,,,,Educación,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-10-01,Mintic,Bogotá D.C.,,No aplica,Español,,Nacional,
p97e-6qgz:3,Consulta ciudadana - Construcción IV Plan de Acción Nacional de Estado Abierto,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,unpublished,private,not_ready,official,dataset,Participación ciudadana,"estado abierto,consulta ciudadana",https://www.datos.gov.co/d/p97e-6qgz/revisions/3,,03/06/2020 09:45:54 PM,03/06/2020 09:28:38 PM,www.datos.gov.co,false,,,806,27,aecobar@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Secretaría de Transparencia,,Consulta ciudadana - Construcción IV Plan de Acción Nacional de Estado Abierto,p97e-6qgz,,,,,,,,,No Aplica,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,null,Bogotá D.C.,,Nacional,,,,,,2020-03-06,Dirección de Gobierno Digital ,Bogotá D.C.,,No aplica,Español,,Nacional,null
ris6-fzn2,"Programas especialización TIC, entidad territorial",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",programas especialización tic,https://www.datos.gov.co/d/ris6-fzn2,,07/14/2016 10:43:18 PM,07/14/2016 10:43:18 PM,www.datos.gov.co,false,30,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-30 15:54:51.027,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-30,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
3d7i-rn2h,"Programas maestría TIC, entidad territorial",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",programas maestría tic,https://www.datos.gov.co/d/3d7i-rn2h,,07/14/2016 10:43:01 PM,07/14/2016 10:43:01 PM,www.datos.gov.co,false,15,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-30 14:53:21.067,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-30,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
qk6f-rigv,"Trabajadores  en CTI y en el área de I+D, sexo ser",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",empleados que participan en actividades de cti,https://www.datos.gov.co/d/qk6f-rigv,,07/14/2016 10:50:28 PM,07/14/2016 10:50:28 PM,www.datos.gov.co,false,29,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-05 09:29:30.007,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-05,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
iqfb-uyfk,"Graduados especialización TIC, IES",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",graduados especialización tic,https://www.datos.gov.co/d/iqfb-uyfk,,07/14/2016 10:48:01 PM,07/14/2016 10:48:01 PM,www.datos.gov.co,false,23,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-04 15:13:54.95,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-04,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Mensual,Español,,Nacional,
9vy9-pexg,"Empresas manufactura TIC, cooperación",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",relaciones para realizar actividades conducentes a la innovación,https://www.datos.gov.co/d/9vy9-pexg,,07/14/2016 10:52:05 PM,07/14/2016 10:52:05 PM,www.datos.gov.co,false,32,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-07 11:09:46.943,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-07,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
thpy-dtb8,"Programas maestría TIC, registro alta calidad",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",programas maestría tic,https://www.datos.gov.co/d/thpy-dtb8,,07/14/2016 10:43:09 PM,07/14/2016 10:43:09 PM,www.datos.gov.co,false,16,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-30 15:29:50.973,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-30,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
88q4-cfb8,"Empresas manufactura TIC, relación con el SNCTI",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",fuentes de información para innovaciones,https://www.datos.gov.co/d/88q4-cfb8,,07/14/2016 10:51:51 PM,07/14/2016 10:51:51 PM,www.datos.gov.co,false,27,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-05 11:55:35.543,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-05,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
wth6-3bt6,"Ingresos por innovaciones, por destino, sector man",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",ingresos por productos innovadores,https://www.datos.gov.co/d/wth6-3bt6,,07/14/2016 10:54:22 PM,07/14/2016 10:54:22 PM,www.datos.gov.co,false,26,0,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-08,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-08,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
fepf-rt88,"Matriculados maestría TIC, proporción",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",matriculados maestría tic,https://www.datos.gov.co/d/fepf-rt88,,07/14/2016 10:39:17 PM,07/14/2016 10:39:17 PM,www.datos.gov.co,false,16,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-29 09:43:03.82,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-29,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
ym3u-f749,Gráfico Usuarios Registrados por mes en los servicios ciudadanos digitales 2021,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,private,not_ready,official,chart,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/ym3u-f749,https://www.datos.gov.co/resource/ym3u-f749.json,09/10/2021 04:17:26 PM,03/15/2022 08:01:27 PM,www.datos.gov.co,true,9,0,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/bet5-rtqu,,,bet5-rtqu,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-09-10,Dirección de Gobierno en línea ,Bogotá D.C.,,Mensual,Español,,Nacional,
7qaw-97bj,"zonas wifi, los Patios",Alcaldía de Los Patios,nabk-ntqk,published,public,approved,official,filter,"Ciencia, Tecnología e Innovación","internet,dispositivo,conexión.,zona,inalámbrica,wifi",https://www.datos.gov.co/d/7qaw-97bj,https://www.datos.gov.co/resource/7qaw-97bj.json,07/15/2021 03:42:37 PM,04/13/2021 09:38:33 PM,www.datos.gov.co,true,84,3,2,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/gwei-eiiw,,,gwei-eiiw,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2018-04-30,Dirección de Promoción de TIC,Bogotá D.C.,,No aplica,Español,,Nacional,
fybg-535s,Centros Digitales Rurales,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/fybg-535s,https://www.datos.gov.co/resource/fybg-535s.json,12/10/2020 08:43:28 PM,02/21/2023 05:23:06 PM,www.datos.gov.co,false,1230,346,14057,21,npardo@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/fybg-535s,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-01-15,Dirección de Infraestructura,Bogotá D.C.,,Mensual,Español,,Nacional,
hp9y-8uw4,Trafico de voz móvil prepago y pospago con proveedor destino,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/hp9y-8uw4,https://www.datos.gov.co/resource/hp9y-8uw4.json,09/08/2020 07:01:08 PM,02/27/2023 03:14:33 PM,www.datos.gov.co,false,432,59,2877,6,jrodriguez@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://colombiatic.mintic.gov.co,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html,Bogotá D.C.,,Nacional,,,,,,2018-04-04,Oficina Asesora de Planeación y Estudios Sectoriales,Bogotá D.C.,,Trimestral,Español,,Nacional,http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html
b7zp-m26u,Vista Datos Abiertos por Departamento,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,unpublished,private,not_ready,official,filter,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/b7zp-m26u,https://www.datos.gov.co/resource/b7zp-m26u.json,06/27/2020 05:41:04 PM,03/01/2023 12:15:47 AM,www.datos.gov.co,true,4,0,,,,,,,Vista Datos Abiertos por Departamento,e297-pm66,eqka-zuvh,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-06-27,Gobierno Digital,Bogotá D.C.,,Diaria,Español,,Nacional,
p4e9-98bg,Vive Labs,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación","capacitados,labs.,laboratorios,digital,contenidos,vive",https://www.datos.gov.co/d/p4e9-98bg,https://www.datos.gov.co/resource/p4e9-98bg.json,05/29/2018 04:05:09 PM,08/27/2019 08:21:14 PM,www.datos.gov.co,false,818,194,184,15,scastro@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/p4e9-98bg,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2018-04-30,Industrias Creativas,Bogotá D.C.,,Mensual,Español,,Nacional,
xntv-7sx6,"Índice de desarrollo de Territorios y Ciudades Inteligentes, Fusagasugá 2019-2021",oeduarte,gmwx-5xcj,published,public,approved,official,chart,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/xntv-7sx6,https://www.datos.gov.co/resource/xntv-7sx6.json,10/24/2022 01:41:48 PM,05/24/2022 10:03:16 PM,www.datos.gov.co,true,72,1,,,,,,https://www.datos.gov.co/d/rtai-k9uh,,,45ev-seft,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,https://estrategia.gobiernoenlinea.gov.co/623/w3-propertyvalue-7650.html,Bogotá D.C.,,Nacional,,,,,,2020-09-22,Dirección de Gobierno Digital,Bogotá D.C.,,Anual,Español,,Municipal,https://estrategia.gobiernoenlinea.gov.co/623/w3-propertyvalue-14714.html
2kh5-hqyi,Acceso Universal Sostenible para San Andrés y Providencia,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/2kh5-hqyi,https://www.datos.gov.co/resource/2kh5-hqyi.json,12/10/2020 08:38:08 PM,10/03/2022 02:57:18 PM,www.datos.gov.co,false,266,31,30,18,npardo@mintic.gov.co,,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/2kh5-hqyi,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-01-15,Dirección de Infraestructura,Bogotá D.C.,,Mensual,Español,,Nacional,
ustw-qgb4,Vista Conjunto de Datos estratégicos de las entidades nacionales publicados en datos.gov.co,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,filter,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/ustw-qgb4,https://www.datos.gov.co/resource/ustw-qgb4.json,04/13/2021 06:27:42 PM,03/01/2023 12:15:47 AM,www.datos.gov.co,true,714,319,31,,,,,,,,eqka-zuvh,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-09015,Gobierno Digtal ,Bogotá D.C.,,No aplica,Español,,Nacional,
xh6b-tg65,Formulario de Soporte Nivel 3 (Solo Administradores),Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,form,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/xh6b-tg65,https://www.datos.gov.co/resource/xh6b-tg65.json,06/30/2017 02:14:46 PM,10/26/2018 05:20:11 PM,www.datos.gov.co,true,255,0,56,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,gftt-kfqr,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,12/06/2017,Ministerio de Tecnologías de la Información y las Comunicaciones ,Bogotá D.C.,,Mensual,Español,,Internacional,
xbc7-65j4,Errores Frecuentes de Calidad Conjuntos de datos abiertos del portal,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",calidad,https://www.datos.gov.co/d/xbc7-65j4,https://www.datos.gov.co/resource/xbc7-65j4.json,05/23/2020 12:00:50 AM,01/07/2022 09:31:35 PM,www.datos.gov.co,false,5854,269,39,6,datosabiertos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la información y las comunicaciones,https://www.datos.gov.co/d/xbc7-65j4,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-05-22,Gobierno Digital,Bogotá D.C.,,Trimestral,Español,,Nacional,
6msf-tmbd,"Internet Móvil, ingresos por proveedor",Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/6msf-tmbd,https://www.datos.gov.co/resource/6msf-tmbd.json,09/08/2020 12:12:14 AM,02/27/2023 03:10:26 PM,www.datos.gov.co,false,687,112,247,6,jrodriguez@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://colombiatic.mintic.gov.co/679/w3-propertyvalue-47272.html,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html,Bogotá D.C.,,Nacional,,,,,,2018-04-04,Oficina Asesora de Planeación y Estudios Sectoriales,Bogotá D.C.,,Trimestral,Español,,Nacional,http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html
utfu-675p,Telefonía fija Líneas TPBC por estrato,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación","lineas en servicio,servicio básico de telecomunicaciones,proveedor",https://www.datos.gov.co/d/utfu-675p,https://www.datos.gov.co/resource/utfu-675p.json,05/31/2018 09:17:42 PM,02/27/2023 03:15:11 PM,www.datos.gov.co,false,2468,508,58447,9,jrodriguez@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,http://colombiatic.mintic.gov.co/,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html,Bogotá D.C.,,Nacional,,,,,, 2018-04-04,Oficina Asesora de Planeación y Estudios Sectoriales,Bogotá D.C.,,Trimestral,Español,,Nacional,http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html
tamy-ffaj,Telefonía fija tráfico larga distancia internacional,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación","proveedor,país destino,trafico saliente voz",https://www.datos.gov.co/d/tamy-ffaj,https://www.datos.gov.co/resource/tamy-ffaj.json,05/31/2018 09:27:40 PM,02/27/2023 03:15:34 PM,www.datos.gov.co,false,608,132,7789,5,jrodriguez@mintic.gov.co,Creative Commons Attribution 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,http://colombiatic.mintic.gov.co/,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html,Bogotá D.C.,,Nacional,,,,,, 2018-04-04,Oficina Asesora de Planeación y Estudios Sectoriales,Bogotá D.C.,,Trimestral,Español,,Nacional,http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html
